date,pool,code,name,latest,change_rate,turnover_rate,currency_value_yi,reason_type,limit_up_type,high_days,open_num,first_limit_up_time,last_limit_up_time,first_limit_down_time,last_limit_down_time,turnover_yi,rise_rate
20260612,涨停,002637,赞宇科技,12.68,9.974,6.0471,58.96,表面活性剂龙头+油脂化学品+股份回购+高管增持,换手板,首板,,13:24:27,13:24:27,,,,
20260612,涨停,000759,中百集团,5.83,10.0,14.6259,38.23,零售+本地生活+国企,换手板,首板,,13:19:27,13:19:27,,,,
20260612,涨停,002457,青龙管业,12.95,10.0255,15.1329,43.16,中标+管材+PCCP龙头,换手板,首板,5,09:32:06,13:15:57,,,,
20260612,涨停,002882,金龙羽,21.86,10.0151,3.5293,53.95,固态电池量产+电缆+比亚迪产业链+分红,换手板,首板,1,13:05:51,13:15:09,,,,
20260612,涨停,001330,博纳影业,7.07,9.9533,11.7458,82.21,AI影视+AI短剧+《四渡》定档,换手板,首板,2,10:07:57,13:09:45,,,,
20260612,涨停,001206,依依股份,17.23,10.0255,5.1005,18.41,个护用品+产品提价+宠物卫生用品,换手板,首板,,13:07:30,13:07:30,,,,
20260612,涨停,002997,瑞鹄模具,29.38,9.9963,3.254,61.5,机器人合作+汽车模具+轻量化+可转债推进,换手板,首板,,11:22:54,11:22:54,,,,
20260612,涨停,001360,南矿集团,18.74,9.9765,4.3788,23.52,黄金开采+矿山装备+高端装备,换手板,首板,,11:06:27,11:06:27,,,,
20260612,涨停,601696,中银证券,11.54,10.0095,3.4545,320.58,证券+中国银行背景+期货+业绩增长,换手板,首板,3,10:49:59,11:05:02,,,,
20260612,涨停,603528,多伦科技,7.13,10.0309,4.0356,50.33,驾考新规+智慧驾培+人形机器人+高管增持,换手板,首板,3,10:46:53,11:00:53,,,,
20260612,涨停,001378,德冠新材,20.8,9.9947,6.76,17.54,功能性BOPP薄膜+锂电池+一季报增长,换手板,首板,,10:58:00,10:58:00,,,,
20260612,涨停,603014,威高血净,36.53,9.997,8.9032,37.07,并购重组+血液净化+医药包材,换手板,2天2板,7,10:35:12,10:55:51,,,,
20260612,涨停,600961,株冶集团,25.41,10.0,6.2581,191.04,铟金属+黄金+铅锌龙头+央企,换手板,首板,,10:51:47,10:51:47,,,,
20260612,涨停,601233,桐昆股份,22.3,10.0148,2.3174,529.55,涤纶长丝+一季报增长+互联网金融,换手板,首板,2,10:49:09,10:49:57,,,,
20260612,涨停,000506,招金黄金,13.73,10.016,4.1117,127.51,黄金+一季报扭亏+国企,换手板,首板,,10:48:09,10:48:09,,,,
20260612,涨停,002215,诺普信,9.58,9.9885,3.9024,77.43,蓝莓产业链+一季度业绩增长+股权激励解禁,换手板,首板,5,10:32:00,10:44:36,,,,
20260612,涨停,600531,豫光金铅,13.09,10.0,6.2806,158.29,白银龙头+泛半导体高纯金属材料+定增+国企,换手板,首板,,10:42:50,10:42:50,,,,
20260612,涨停,603225,新凤鸣,20.16,9.9836,1.6434,336.38,涤纶长丝+埃及项目+一季报增长,换手板,首板,2,10:29:29,10:40:53,,,,
20260612,涨停,600539,狮头股份,16.34,10.0337,7.4647,37.58,拟收购利珀科技+半导体封装+机器视觉+AI应用,换手板,首板,1,10:26:34,10:37:34,,,,
20260612,涨停,000630,铜陵有色,7.1,10.0775,5.6446,791.15,PCB铜箔+全产业链铜+ECSA分红+安徽国资,换手板,首板,,10:33:57,10:33:57,,,,
20260612,涨停,002345,潮宏基,9.76,10.0338,3.9086,84.64,培育钻石+黄金珠宝+一季报增长,换手板,首板,,10:30:00,10:30:00,,,,
20260612,涨停,000758,中色股份,6.96,9.9526,3.7015,138.0,铜冶炼项目+国际工程+海外资源并购+央企,换手板,首板,,10:27:21,10:27:21,,,,
20260612,涨停,000751,锌业股份,5.09,9.9352,5.9311,71.76,金属铟+黄金概念+一季报增长,换手板,首板,,10:26:48,10:26:48,,,,
20260612,涨停,600067,冠城新材,3.48,10.1266,8.1429,48.43,机器人概念+电磁线+一季报增长,换手板,2天2板,,10:22:56,10:22:56,,,,
20260612,涨停,001299,美能能源,11.24,9.9804,3.2856,31.8,实控人增持+储能并购+燃气运营,换手板,首板,,10:21:48,10:21:48,,,,
20260612,涨停,000151,中成股份,13.94,10.0237,3.9262,42.93,成套设备出口+储能+央企+一带一路,换手板,首板,,10:16:57,10:16:57,,,,
20260612,涨停,002200,交投生态,6.81,10.0162,2.5599,13.33,生态环保+资产注入预期+一季报扭亏+摘帽,换手板,首板,,10:15:51,10:15:51,,,,
20260612,涨停,002270,华明装备,20.13,10.0,2.0524,180.41,特高压+变压器+机器人概念,换手板,首板,,10:15:15,10:15:15,,,,
20260612,涨停,002969,嘉美包装,16.39,10.0,5.4423,179.1,追觅入主+微博公布俞浩禁言原因,换手板,首板,6,10:04:09,10:12:15,,,,
20260612,涨停,600229,城市传媒,6.19,9.9467,5.1568,40.9,IP运营+版权开发+AI应用+国企,换手板,3天2板,,10:12:01,10:12:01,,,,
20260612,涨停,002190,成飞集成,27.07,9.9959,2.9345,97.11,航空零部件+商业航天+低空经济+C919,换手板,首板,,10:11:21,10:11:21,,,,
20260612,涨停,600962,国投中鲁,26.21,9.9874,2.2096,68.73,半导体工程+并购重组+浓缩苹果汁+央企,换手板,首板,1,10:05:49,10:10:49,,,,
20260612,涨停,603990,麦迪科技,22.04,9.98,5.4564,67.5,康养机器人+AI医疗+绵阳国资,换手板,首板,,10:10:07,10:10:07,,,,
20260612,涨停,002085,万丰奥威,13.59,10.0405,3.8393,288.56,低空经济+资产出售+通航飞机,换手板,首板,3,09:58:30,10:01:18,,,,
20260612,涨停,002985,北摩高科,29.99,10.0147,1.9703,99.25,军工+商业航天+起降系统,换手板,首板,,09:57:39,09:57:39,,,,
20260612,涨停,001696,宗申动力,22.84,10.0193,10.5085,203.6,低空经济+航空发动机+资产置换+分红,换手板,5天4板,1,09:53:33,09:55:21,,,,
20260612,涨停,000099,中信海直,17.41,9.981,3.1516,135.06,低空经济+海上油气直升机+央企,换手板,首板,1,09:52:36,09:55:18,,,,
20260612,涨停,600862,中航高科,18.87,10.0292,2.3949,262.87,T1100碳纤维+航空复材+低空经济+央企,换手板,首板,,09:55:13,09:55:13,,,,
20260612,涨停,605298,必得科技,59.37,10.0056,1.4573,110.58,半导体注入猜测+轨交配套+一季报增长,换手板,首板,,09:51:34,09:51:34,,,,
20260612,涨停,002088,鲁阳节能,8.95,9.9509,1.1171,45.26,新能源电池+陶瓷纤维+节能降碳,换手板,首板,,09:47:03,09:47:03,,,,
20260612,涨停,300581,晨曦航空,13.16,19.9635,7.9345,72.39,军工装备+航空发动机+一季报增长,换手板,首板,,09:43:57,09:43:57,,,,
20260612,涨停,600391,航发科技,35.01,9.9906,4.1345,115.58,长江发动机+燃气轮机+外贸订单+央企,换手板,首板,,09:43:49,09:43:49,,,,
20260612,涨停,003009,中天火箭,60.62,9.9982,3.515,99.83,商业航天+小型制导火箭+一季度扭亏+央企,换手板,首板,,09:43:36,09:43:36,,,,
20260612,涨停,002203,海亮股份,23.44,9.9953,4.635,518.53,铜箔+微通道冷板+固态电池+一季报增长,换手板,2天2板,3,09:30:03,09:43:21,,,,
20260612,涨停,600497,驰宏锌锗,9.28,9.9526,2.7488,467.75,钼资源+锗+铅锌龙头+央企,换手板,首板,1,09:40:46,09:42:43,,,,
20260612,涨停,002733,雄韬股份,34.53,10.0032,4.8969,127.37,AIDC项目交付+算力UPS电源+员工持股计划,换手板,首板,1,09:36:12,09:41:24,,,,
20260612,涨停,002935,天奥电子,22.2,10.0099,2.7547,92.15,商业航天+原子钟+央企,换手板,首板,,09:39:51,09:39:51,,,,
20260612,涨停,000547,航天发展,20.65,10.016,5.8065,328.15,商业航天+蓝军装备+通信与指控装备+央企,换手板,首板,1,09:37:12,09:39:03,,,,
20260612,涨停,605198,安德利,64.8,9.9983,1.3896,175.31,浓缩果汁龙头+H股回购+产能并购整合,换手板,首板,,09:37:39,09:37:39,,,,
20260612,涨停,002830,名雕股份,16.76,9.9738,6.6931,15.56,家装龙头+成立AI公司+高送转,换手板,3天2板,,09:35:39,09:35:39,,,,
20260612,涨停,002976,瑞玛精密,32.88,10.0033,6.1712,21.92,光通信散热布局+5G+空气悬架+特斯拉产业链,换手板,4天2板,1,09:32:09,09:34:36,,,,
20260612,涨停,000969,安泰科技,24.46,9.982,3.6919,254.71,金属材料+金刚石铜复合材料+非晶纳米晶+可控核聚变,换手板,首板,1,09:31:09,09:34:36,,,,
20260612,涨停,002742,冀衡医药,4.17,10.0264,0.8656,21.85,更名+资产注入+原料药,换手板,首板,,09:32:24,09:32:24,,,,
20260612,涨停,301348,蓝箭电子,30.02,19.984,13.0807,46.57,拟收购芯翼+半导体封测+存储芯片,换手板,首板,,09:31:57,09:31:57,,,,
20260612,涨停,002927,泰永长征,20.17,9.9782,2.3599,44.52,固态断路器+AIDC+数据中心应用,换手板,首板,,09:31:39,09:31:39,,,,
20260612,涨停,603738,泰晶科技,51.74,9.9915,4.4943,199.66,光模块晶振+高频晶振+人形机器人,换手板,首板,,09:31:10,09:31:10,,,,
20260612,涨停,001257,盛龙股份,27.74,9.9921,10.4423,37.99,钼替代钨+钼业龙头+洛阳国资,一字板,2天2板,,09:30:00,09:30:00,,,,
20260612,涨停,603335,迪生力,8.05,9.9727,1.2681,34.47,收购半导体+汽车轮毂+股份转让,一字板,4天2板,,09:25:02,09:25:02,,,,
20260612,涨停,601958,金钼股份,25.52,10.0,0.5052,823.43,钼基新材+存储芯片材料+陕西国资,一字板,2天2板,,09:25:02,09:25:02,,,,
20260612,涨停,603065,宿迁联盛,13.6,10.0324,2.3543,56.98,跨界磷化铟衬底+光稳定剂,一字板,4天4板,,09:25:01,09:25:01,,,,
20260612,涨停,000768,中航西飞,22.86,10.0096,1.0034,634.69,电子特气项目启动+C919大飞机+分红+央企,一字板,首板,,09:25:00,09:25:00,,,,
20260612,炸板,688507,索辰科技,247.7,19.9516,28.9265,121.96,,,,3,,,,,33.75,0.0
20260612,炸板,301656,联合动力,19.17,19.0683,17.0365,39.04,,,,8,,,,,6.32,-0.725
20260612,炸板,300244,迪安诊断,19.79,18.0083,18.3924,99.24,,,,38,,,,,17.57,-1.64
20260612,炸板,688662,富信科技,150.8,17.8125,20.6684,133.07,,,,6,,,,,27.06,0.0
20260612,炸板,301500,飞南资源,28.2,15.2432,22.6945,40.62,,,,2,,,,,9.08,-0.389
20260612,炸板,601996,丰林集团,2.71,10.1626,7.3523,30.38,,,,12,,,,,2.2,0.0
20260612,炸板,600162,香江控股,3.47,10.1587,15.8752,113.41,,,,9,,,,,16.87,0.0
20260612,炸板,600500,中化国际,7.93,9.9861,16.1021,284.55,,,,101,,,,,45.67,0.0
20260612,炸板,600869,远东股份,32.43,9.9322,10.9311,719.74,,,,10,,,,,75.79,1.06
20260612,炸板,600711,盛屯矿业,13.0,9.8901,9.7944,401.78,,,,5,,,,,38.7,0.697
20260612,炸板,002552,宝鼎科技,58.62,9.837,3.9089,216.02,,,,1,,,,,8.31,0.912
20260612,炸板,600163,中闽能源,6.23,9.6831,5.1118,118.56,,,,14,,,,,5.95,-0.32
20260612,炸板,603629,利通电子,152.15,9.2247,12.9725,392.59,,,,1,,,,,49.54,-0.354
20260612,炸板,000958,电投产融,6.41,9.0136,3.2349,345.08,,,,21,,,,,11.09,-0.927
20260612,炸板,603976,正川股份,27.19,8.76,8.485,41.11,,,,12,,,,,3.38,0.0
20260612,炸板,002611,东方精工,18.41,8.1669,10.6042,184.45,,,,3,,,,,19.59,-0.217
20260612,炸板,000612,焦作万方,11.43,8.034,6.2829,136.27,,,,2,,,,,8.5,-0.262
20260612,炸板,000960,锡业股份,37.65,8.0034,8.4523,619.51,,,,13,,,,,52.01,0.346
20260612,炸板,603955,大千生态,24.91,7.8822,3.8801,33.81,,,,1,,,,,1.3,-0.12
20260612,炸板,603050,科林电气,20.73,7.6324,4.2245,83.61,,,,7,,,,,3.54,0.145
20260612,炸板,600208,衢州发展,2.97,7.6087,3.7503,252.69,,,,4,,,,,9.4,-0.669
20260612,炸板,603269,海鸥股份,22.81,7.4929,12.4512,70.43,,,,3,,,,,8.84,-0.567
20260612,炸板,000878,云南铜业,17.27,7.4005,5.0792,346.03,,,,2,,,,,17.5,0.058
20260612,炸板,600362,江西铜业,43.05,7.2496,4.4056,893.39,,,,3,,,,,39.22,0.046
20260612,炸板,002741,光华科技,29.63,7.2385,17.4122,126.33,,,,1,,,,,21.72,0.0
20260612,炸板,603916,苏博特,14.35,7.1695,12.0964,60.32,,,,1,,,,,7.26,0.702
20260612,炸板,605580,恒盛能源,25.86,7.0807,9.4968,72.41,,,,3,,,,,6.93,0.0
20260612,炸板,002083,孚日股份,9.64,6.9922,6.5107,91.26,,,,7,,,,,5.88,-0.104
20260612,炸板,603083,剑桥科技,182.99,6.9617,13.8858,504.3,,,,3,,,,,70.36,0.0
20260612,炸板,603175,超颖电子,83.98,6.872,14.2192,38.19,,,,1,,,,,5.47,1.181
20260612,炸板,603733,仙鹤股份,28.96,6.7847,4.3773,204.96,,,,3,,,,,8.96,0.104
20260612,炸板,603319,美湖股份,36.3,6.7333,13.9309,123.11,,,,2,,,,,17.3,1.142
20260612,炸板,603878,武进不锈,6.29,6.6102,6.2434,35.3,,,,1,,,,,2.2,0.0
20260612,炸板,603681,永冠新材,24.9,6.4103,9.9536,59.2,,,,1,,,,,5.88,0.0
20260612,炸板,600343,航天动力,25.08,6.2712,10.7409,160.06,,,,4,,,,,17.41,0.0
20260612,炸板,001229,魅视科技,27.92,6.1597,10.4224,20.59,,,,1,,,,,2.12,-0.107
20260612,炸板,600847,万里股份,15.34,6.1592,4.7686,23.51,,,,1,,,,,1.11,-0.39
20260612,炸板,601999,出版传媒,6.06,6.1296,3.8502,33.39,,,,2,,,,,1.29,0.0
20260612,炸板,002636,金安国纪,89.88,5.9906,11.6492,651.01,,,,1,,,,,75.8,1.445
20260612,炸板,600110,诺德股份,12.94,5.892,16.1266,224.53,,,,1,,,,,36.28,0.0
20260612,炸板,603466,风语筑,11.45,5.7248,18.4135,68.11,,,,4,,,,,12.05,0.087
20260612,炸板,002892,科力尔,10.5,5.5276,5.376,52.62,,,,1,,,,,2.86,0.095
20260612,炸板,600881,亚泰集团,1.77,5.3571,6.1578,57.21,,,,1,,,,,3.45,-0.562
20260612,炸板,002212,天融信,6.35,5.3068,5.095,74.09,,,,1,,,,,3.82,-0.157
20260612,炸板,603015,弘讯科技,13.27,4.9842,9.8308,53.64,,,,1,,,,,5.38,0.0
20260612,炸板,603308,应流股份,60.15,4.8092,5.8601,408.45,,,,3,,,,,24.49,0.0
20260612,炸板,688233,神工股份,104.1,4.5706,14.4113,177.29,,,,1,,,,,27.39,0.038
20260612,炸板,002617,露笑科技,8.5,4.551,18.1463,159.6,,,,3,,,,,29.7,0.0
20260612,炸板,603978,深圳新星,25.74,4.4643,9.088,54.34,,,,1,,,,,5.0,0.039
20260612,炸板,600141,兴发集团,34.15,4.3385,9.2782,410.39,,,,1,,,,,38.67,0.029
20260612,炸板,000831,中国稀土,56.04,4.1829,8.2601,594.71,,,,1,,,,,49.61,0.071
20260612,炸板,600182,S佳通,13.93,3.723,1.6276,23.68,,,,1,,,,,0.38,0.0
20260612,炸板,002057,中钢天源,11.68,2.8169,11.2151,87.99,,,,1,,,,,10.18,0.0
20260612,炸板,002119,康强电子,31.96,2.4359,38.3512,119.94,,,,1,,,,,47.46,0.031
20260612,炸板,002798,帝欧水华,6.3,1.6129,8.8099,32.17,,,,1,,,,,2.96,-0.316
20260612,炸板,600172,黄河旋风,11.83,0.0846,21.4328,150.98,,,,2,,,,,33.85,0.085
20260612,炸板,603186,华正新材,170.3,-0.047,13.5306,267.01,,,,1,,,,,37.91,-0.047
20260612,炸板,603283,赛腾股份,50.9,-0.0589,13.6324,179.44,,,,1,,,,,25.83,0.0
20260612,炸板,603324,盛剑科技,33.76,-0.2069,12.0955,49.86,,,,2,,,,,6.32,-0.118
20260612,炸板,600726,华电能源,8.09,-0.3695,3.9848,604.75,,,,1,,,,,25.24,0.372
20260612,炸板,002129,TCL中环,9.98,-1.4808,12.6849,403.17,,,,1,,,,,54.14,0.0
20260612,跌停,603657,春光科技,22.93,-10.0078,5.4662,31.0,,,,,,,13:02:52,15:00:00,,
20260612,跌停,000833,粤桂股份,24.01,-10.0075,19.5193,108.93,,,,,,,09:37:42,15:00:00,,
20260612,跌停,600536,中国软件,29.82,-9.9909,4.4849,251.58,,,,,,,14:39:00,14:41:24,,
20260612,跌停,603103,横店影视,18.82,-9.9952,3.8449,119.36,,,,,,,09:35:11,14:37:05,,
20260612,跌停,603211,晋拓股份,29.78,-10.003,6.2134,80.94,,,,,,,14:04:36,14:34:30,,
20260612,跌停,603938,三孚股份,53.07,-10.0051,10.6852,203.06,,,,,,,13:03:31,14:25:37,,
20260612,跌停,002669,康达新材,15.5,-9.9884,21.4744,46.92,,,,,,,14:05:30,14:15:24,,
20260612,跌停,603931,格林达,53.83,-9.9983,7.7965,107.42,,,,,,,14:13:02,14:13:02,,
20260612,跌停,002421,达实智能,4.4,-10.0204,33.1612,88.15,,,,,,,09:25:00,13:58:00,,
20260612,跌停,603078,江化微,41.72,-10.0086,13.5399,160.89,,,,,,,13:53:08,13:54:11,,
20260612,跌停,603155,新亚强,22.61,-9.992,9.8564,71.4,,,,,,,10:52:02,13:24:29,,
20260612,跌停,600403,大有能源,7.25,-9.9379,3.9373,173.33,,,,,,,09:25:03,13:18:00,,
20260612,跌停,600378,昊华科技,57.15,-10.0,10.5428,612.97,,,,,,,10:27:37,11:02:58,,
20260612,跌停,002962,五方光电,17.3,-9.9896,8.8466,36.19,,,,,,,09:36:09,09:36:09,,
20260612,跌停,600791,京能置业,12.14,-10.0074,2.1135,54.91,,,,,,,09:25:04,09:32:13,,
