pool,code,name,change_rate,high_days,reason_type,open_num
涨停,002851,麦格米特,9.997,首板,AI电源+英伟达+H股发行,1
涨停,002613,北玻股份,10.1149,首板,玻璃深加工+真空镀膜,
涨停,605288,凯迪股份,10.0031,首板,机器人+线性驱动+新能源汽车,
涨停,002815,崇达技术,10.0292,首板,AI服务器PCB+IC载板+珠海产能释放,
涨停,002552,宝鼎科技,9.9966,首板,覆铜板+电子铜箔+黄金采选+Q1业绩大增,2
涨停,002263,大东南,10.0796,首板,特高压电容膜+镀膜产线+国企改革,1
涨停,603045,福达合金,10.0055,首板,AI数据中心+电接触材料+一季报扭亏+贵金属循环,2
涨停,603678,火炬电子,10.0086,3天2板,MLCC+超级电容+存储代理+商业航天,
涨停,600237,铜峰电子,9.9897,首板,薄膜电容器+PET铜箔+国企,1
涨停,002806,华锋股份,9.9942,首板,超级电容用材料+铝箔材+SiC控制器+实控人变更,1
涨停,603186,华正新材,10.0,首板,覆铜板+AI算力+定增,
涨停,603516,淳中科技,10.0027,首板,自研ASIC芯片+液冷服务器+参投沐曦+一季报扭亏,3
涨停,000733,振华科技,10.0085,首板,超级电容+MLCC+商业航天+央企,
涨停,000411,英特集团,10.0105,首板,医药流通+创新药+浙江国资,
涨停,603093,南华期货,9.9895,首板,期货+境外清算+财富管理+“A+H”,
涨停,002585,双星新材,10.0173,8天4板,MLCC离型膜+复合铜箔+扭亏为盈,6
涨停,603070,万控智造,10.0137,首板,AI数据中心配电+电气机柜,
涨停,605303,园林股份,10.0,首板,存储芯片+园林工程+文体旅,1
涨停,300588,熙菱信息,19.9891,首板,AI应用+智慧政务+运营商业务+控制权变更进展,
涨停,002021,中捷资源,9.9174,首板,机器人概念+工业缝纫机+海外市场+国资背景,
涨停,002137,实益达,10.0,首板,参股六度人和（腾讯投资）+间接持股宇树科技+先进封装,
涨停,002051,中工国际,10.0379,首板,中东市场+一带一路+安哥拉电解铝项目+数据中心,10
涨停,000545,金浦钛业,10.1266,首板,钛白粉+徐州钛白复产+新能源盈利,
涨停,603007,顺景科技,10.0935,首板,定增募资10.77亿+具身智能+传感器+IMU,2
涨停,000520,凤凰航运,10.1205,首板,干散货航运+船舶购置+业绩扭亏,
涨停,000980,众泰汽车,10.1382,首板,债务和解+新能源汽车+海外布局,
涨停,301176,逸豪新材,20.0,2天2板,PCB铜箔+AI算力+产能扩张,1
涨停,603137,恒尚节能,10.034,首板,建筑幕墙+装配式建筑+新签合同高增,1
涨停,002741,光华科技,9.9899,首板,PCB化学品+AI/算力+股权激励,
涨停,603727,博迈科,9.9929,首板,FPSO大单+油气模块+南美市场,
涨停,600110,诺德股份,9.9691,首板,铜箔+HVLP+固态电池+满产满销,
涨停,002040,南京港,10.0239,首板,原油中转+国企+业绩增长,
涨停,600353,旭光电子,10.0035,3天2板,真空灭弧室+氮化铝+韩国客户+可控核聚变,1
涨停,002432,九安医疗,10.0,首板,投资阶跃星辰+参股月之暗面+AI医疗,
涨停,600375,汉马科技,9.8985,首板,新能源重卡+甲醇电动+一季报扭亏,
涨停,000510,新金路,10.0155,3天3板,石英砂+氯碱化工+锡钨钽,
涨停,603335,迪生力,10.0621,5天3板,收购半导体+汽车轮毂+股份转让,
涨停,601872,招商轮船,10.0,首板,VLCC业绩弹性+油轮+央企,
涨停,601975,招商南油,10.0962,首板,成品油运输+MR船队+央企,
涨停,600026,中远海能,10.0,首板,LNG运输+一季报增长+央企,
炸板,301526,国际复材,20.007,,,5
炸板,688170,德龙激光,20.0,,,17
炸板,300620,光库科技,19.9979,,,129
炸板,300005,探路者,19.9726,,,62
炸板,688432,有研硅,19.619,,,1
炸板,688020,方邦股份,18.6423,,,3
炸板,301458,钧崴电子,17.9289,,,4
炸板,688168,安博通,17.3164,,,1
炸板,300399,天利科技,12.2874,,,1
炸板,600160,巨化股份,9.908,,,22
炸板,603435,嘉德利,9.3417,,,1
炸板,002733,雄韬股份,9.2673,,,7
炸板,002138,顺络电子,9.1524,,,6
炸板,002810,山东赫达,9.0672,,,1
炸板,002348,高乐股份,9.0351,,,3
炸板,600641,先导基电,9.0239,,,5
炸板,603989,艾华集团,8.4145,,,1
炸板,002768,国恩股份,8.3929,,,2
炸板,002522,浙江众成,8.3212,,,2
炸板,600909,华安证券,8.2993,,,21
炸板,001288,运机集团,8.258,,,1
炸板,002655,共达电声,8.0723,,,1
炸板,603139,康惠股份,8.0592,,,3
炸板,603757,大元泵业,7.6546,,,2
炸板,600798,宁波海运,7.4627,,,1
炸板,600094,大名城,7.4359,,,1
炸板,603032,德新科技,7.4006,,,1
炸板,605277,新亚电子,7.157,,,2
炸板,000783,长江证券,7.027,,,5
炸板,603260,合盛硅业,6.988,,,4
炸板,603703,盛洋科技,6.5354,,,2
炸板,603225,新凤鸣,5.9028,,,2
炸板,000727,冠捷科技,5.8824,,,1
炸板,600280,中央商场,5.4608,,,2
炸板,002545,东方铁塔,5.3644,,,1
炸板,601233,桐昆股份,5.2466,,,1
炸板,603353,和顺石油,4.9007,,,1
炸板,600906,财达证券,4.8641,,,3
炸板,603586,金麒麟,4.7774,,,3
炸板,600828,茂业商业,2.7569,,,1
炸板,002742,冀衡医药,2.6379,,,1
炸板,002915,中欣氟材,1.9409,,,1
跌停,002976,瑞玛精密,-10.0061,,,
跌停,600403,大有能源,-9.931,,,
跌停,600791,京能置业,-9.9671,,,
